1000 Discohits,http://stream.laut.fm/1000discohits
1.FM Disco Ball 70's-80's Radio,http://strm112.1.fm/disco_mobile_mp3
54house.fm-Disco,http://62.138.2.128:8009/stream
70-80-Disco-Funk-ModernSoul-e-Boogie,https://discofunk.streamingmedia.it/play
70's Hits DJ Jan-The-Man,https://quincy.torontocast.com:2500/stream
80s80s Italo Disco,http://streams.80s80s.de/italohits/mp3-192/streams.80s80s.de/
80s Exitos,https://80sexitos.stream.laut.fm/80sexitos
80s Exitos (Romantica),http://stream.laut.fm/80sexitos
Best 80s,http://c2.auracast.net:8048/stream
Best of Schlager by rautemusik-(rm.fm),https://best-of-schlager-high.rautemusik.fm/?ref=radiobrowser
Classic Hits Radio Italia,https://classichitsradio.streamingmedia.it/play
dinamo.fm deep,http://channels.dinamo.fm/deep-mp3
dinamo.fm locodyno,http://channels.dinamo.fm/locodyno-mp3
Disco-Net,https://stream1.468.gr/8004/stream
Discoradio,http://stream1.rds.it:8000/discoradio
Goldies by rautemusik.fm,https://goldies-high.rautemusik.fm/?ref=radiobrowser
Nightride FM Spacesynth,https://stream.nightride.fm/spacesynth.mp3
Nostalgie-New-York,http://c32.radioboss.fm:8139/stream
NS-106-FM,http://89.219.35.26:8000/radions
OpenFM-Disco-Polo,http://stream.open.fm/21
OpenFM-Italo-Disco,http://stream.open.fm/27
radioeins-rbb-56-kbit/s,https://www.radioeins.de/live_s.m3u
Radio-Mirage-Euro-Dance,http://s0.radiohost.pl:9569/;
RADIO-MIX-103.5,http://stream.zeno.fm/ug8papw4nbruv
RMF-80s-Disco,http://195.150.20.9/80SDISCO
RMI-Italo-Disco-Classic,https://cast1.torontocast.com:1165/stream
SCHLAGER-OLDIES-by-rautemusik-(rm.fm),https://schlager-oldies-high.rautemusik.fm/?ref=radiobrowser
spdeep,https://getradio.me/spdeep
Synthetic-FM-Italo-Disco-New-Generation,http://stream.syntheticfm.com:8030/stream
Мелодія-FM-Disco,http://online.melodiafm.ua/MelodiaFM_Disco_Live
